#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RFC3	MCM7	1857148	1848945	9606.ENSP00000369411	9606.ENSP00000307288	0.086	0	0	0	0.758	0.178	0.900	0.465	0.988
SUMO1	PCNA	1857989	1856984	9606.ENSP00000376076	9606.ENSP00000368438	0	0	0	0	0.181	0.683	0.900	0.602	0.988
EXO1	MSH3	1849472	1845686	9606.ENSP00000311873	9606.ENSP00000265081	0.064	0	0	0	0.230	0.394	0.900	0.784	0.988
ALDOA	PFKL	1851945	1846114	9606.ENSP00000336927	9606.ENSP00000269848	0	0	0	0	0.374	0	0.946	0.690	0.988
MC4R	POMC	1848101	1845600	9606.ENSP00000299766	9606.ENSP00000264708	0	0	0	0	0.052	0.360	0.900	0.826	0.988
TAC1	KNG1	1850311	1845668	9606.ENSP00000321106	9606.ENSP00000265023	0	0	0	0	0	0	0.900	0.893	0.988
CDC26	ANAPC5	1856062	1845000	9606.ENSP00000363322	9606.ENSP00000261819	0	0	0	0	0.049	0.791	0.900	0.480	0.988
SMAD5	ACVR1	1862200	1845380	9606.ENSP00000441954	9606.ENSP00000263640	0	0	0	0	0.073	0.448	0.900	0.800	0.988
GYS1	AGL	1849993	1847500	9606.ENSP00000317904	9606.ENSP00000294724	0.309	0	0	0	0.382	0.081	0.940	0.569	0.988
CTNNB1	DVL2	1852818	1842132	9606.ENSP00000344456	9606.ENSP00000005340	0	0	0	0	0.089	0.507	0.900	0.769	0.988
BTC	ERBB2	1858326	1846101	9606.ENSP00000379092	9606.ENSP00000269571	0	0	0	0	0.053	0.605	0.900	0.739	0.988
MEF2A	MAPK14	1853046	1843222	9606.ENSP00000346389	9606.ENSP00000229794	0	0	0	0	0.100	0.424	0.900	0.798	0.988
MTOR	STAT3	1854147	1845584	9606.ENSP00000354558	9606.ENSP00000264657	0	0	0	0	0.053	0.360	0.900	0.834	0.988
EGFR	CBLB	1846445	1845483	9606.ENSP00000275493	9606.ENSP00000264122	0	0	0	0	0	0.785	0.900	0.523	0.988
POLD2	RFC4	1859092	1847705	9606.ENSP00000386105	9606.ENSP00000296273	0	0	0	0	0.843	0.170	0.900	0.234	0.988
BMP7	BMPR1A	1858342	1843002	9606.ENSP00000379204	9606.ENSP00000224764	0	0	0	0	0.051	0.520	0.900	0.771	0.988
WNT3A	AXIN1	1846912	1845118	9606.ENSP00000284523	9606.ENSP00000262320	0	0	0	0	0.054	0.170	0.900	0.866	0.988
CDA	TYMP	1856229	1844096	9606.ENSP00000364212	9606.ENSP00000252029	0.309	0	0.379	0	0.063	0	0.941	0.602	0.988
IGF1R	ESR1	1845984	1842435	9606.ENSP00000268035	9606.ENSP00000206249	0	0	0	0	0	0.424	0.900	0.814	0.988
STAT3	PIK3CA	1845584	1845446	9606.ENSP00000264657	9606.ENSP00000263967	0	0	0	0	0.104	0	0.900	0.877	0.988
PFKP	ALDOA	1857335	1851945	9606.ENSP00000370517	9606.ENSP00000336927	0	0	0	0	0.389	0	0.946	0.686	0.988
CALCA	RAMP1	1851388	1844311	9606.ENSP00000331746	9606.ENSP00000254661	0	0	0	0	0	0.360	0.900	0.831	0.988
LRP5	WNT5A	1847475	1845576	9606.ENSP00000294304	9606.ENSP00000264634	0	0	0	0	0.054	0.292	0.900	0.843	0.988
IGF1	PIK3CA	1848439	1845446	9606.ENSP00000302665	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.892	0.988
CDK1	CDC16	1858283	1853313	9606.ENSP00000378699	9606.ENSP00000348554	0	0	0	0	0.095	0.667	0.900	0.671	0.988
NRG1	ERBB3	1853417	1845918	9606.ENSP00000349275	9606.ENSP00000267101	0	0	0	0	0	0.360	0.900	0.840	0.988
AXIN1	GSK3A	1845118	1842910	9606.ENSP00000262320	9606.ENSP00000222330	0	0	0	0	0.055	0.672	0.900	0.678	0.988
SMAD5	BMP2	1862200	1856935	9606.ENSP00000441954	9606.ENSP00000368104	0	0	0	0	0.053	0.256	0.900	0.852	0.988
TLE3	TCF7L2	1862820	1862284	9606.ENSP00000452871	9606.ENSP00000444972	0	0	0	0	0.052	0.765	0.900	0.533	0.988
MAP2K2	MAPK1	1845250	1842512	9606.ENSP00000262948	9606.ENSP00000215832	0	0	0.211	0.649	0.092	0.821	0.900	0.936	0.988
GNRH1	KISS1R	1846491	1843397	9606.ENSP00000276414	9606.ENSP00000234371	0	0	0	0	0.052	0	0.900	0.892	0.988
SOCS3	IRS1	1851244	1848682	9606.ENSP00000330341	9606.ENSP00000304895	0	0	0	0	0	0.360	0.900	0.820	0.987
PFKM	ALDOA	1852972	1851945	9606.ENSP00000345771	9606.ENSP00000336927	0	0	0	0	0.356	0	0.946	0.661	0.987
AR	NCOA3	1856164	1855597	9606.ENSP00000363822	9606.ENSP00000361066	0	0	0	0	0	0.952	0	0.751	0.987
TIMP3	MMP2	1845855	1842719	9606.ENSP00000266085	9606.ENSP00000219070	0	0	0	0	0.082	0.528	0.800	0.871	0.987
MKNK1	MAPK14	1855585	1843222	9606.ENSP00000361014	9606.ENSP00000229794	0	0	0	0.643	0.129	0.833	0.900	0.597	0.987
IL1B	IL6	1845335	1844631	9606.ENSP00000263341	9606.ENSP00000258743	0	0	0	0	0.403	0	0	0.979	0.987
CYP1A1	GSTM1	1857086	1849425	9606.ENSP00000369050	9606.ENSP00000311469	0	0	0	0	0	0	0.900	0.878	0.987
VEGFA	EGFR	1855611	1846445	9606.ENSP00000361125	9606.ENSP00000275493	0	0	0	0	0	0	0.800	0.942	0.987
RHOA	CTNND1	1860210	1858683	9606.ENSP00000400175	9606.ENSP00000382004	0	0	0	0	0.052	0.395	0.900	0.813	0.987
HRAS	MAPK3	1849235	1845265	9606.ENSP00000309845	9606.ENSP00000263025	0	0	0	0	0.085	0.180	0.900	0.847	0.987
PIK3CD	SRC	1856668	1853652	9606.ENSP00000366563	9606.ENSP00000350941	0	0	0	0	0.055	0.110	0.800	0.933	0.987
CDC27	PTTG1	1861977	1852874	9606.ENSP00000434614	9606.ENSP00000344936	0	0	0	0	0.049	0.774	0.900	0.505	0.987
PTK2	GRB2	1852426	1852164	9606.ENSP00000341189	9606.ENSP00000339007	0	0	0	0	0.054	0.396	0.900	0.798	0.987
BUB3	ANAPC1	1854901	1852174	9606.ENSP00000357858	9606.ENSP00000339109	0	0	0	0	0.059	0.774	0.900	0.481	0.987
JUN	DUSP1	1855436	1843515	9606.ENSP00000360266	9606.ENSP00000239223	0	0	0	0	0.494	0.378	0.900	0.661	0.987
C4B	C4BPA	1861189	1854507	9606.ENSP00000415941	9606.ENSP00000356037	0	0	0	0	0.111	0.367	0.900	0.797	0.987
RYK	WNT5A	1847670	1845576	9606.ENSP00000296084	9606.ENSP00000264634	0	0	0	0	0.045	0.677	0.900	0.651	0.987
PIK3CA	ESR1	1845446	1842435	9606.ENSP00000263967	9606.ENSP00000206249	0	0	0	0	0	0.360	0.900	0.819	0.987
JAK2	STAT2	1857411	1849817	9606.ENSP00000371067	9606.ENSP00000315768	0	0	0	0	0.112	0.410	0.900	0.788	0.987
GNB1	ADRB2	1856899	1848724	9606.ENSP00000367869	9606.ENSP00000305372	0	0	0	0	0	0.854	0.900	0.213	0.987
CDC27	CDK2	1861977	1845906	9606.ENSP00000434614	9606.ENSP00000266970	0	0	0	0	0.061	0.667	0.900	0.641	0.987
PIK3CG	SRC	1853801	1853652	9606.ENSP00000352121	9606.ENSP00000350941	0	0	0	0	0.055	0.110	0.800	0.933	0.987
HRAS	ERBB3	1849235	1845918	9606.ENSP00000309845	9606.ENSP00000267101	0	0	0	0	0	0.420	0.900	0.797	0.987
MTOR	AKT1S1	1854147	1852495	9606.ENSP00000354558	9606.ENSP00000341698	0	0	0	0	0	0.360	0.900	0.823	0.987
TRH	GNRH1	1848532	1846491	9606.ENSP00000303452	9606.ENSP00000276414	0	0	0	0	0.053	0	0.900	0.878	0.987
SLC2A4	LNPEP	1850296	1843286	9606.ENSP00000320935	9606.ENSP00000231368	0	0	0	0	0.054	0.407	0.900	0.800	0.987
JUN	CCND1	1855436	1843117	9606.ENSP00000360266	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.880	0.987
ATF2	MAPK14	1845482	1843222	9606.ENSP00000264110	9606.ENSP00000229794	0	0	0	0	0.081	0.544	0.900	0.725	0.987
PRL	STAT5B	1848376	1847405	9606.ENSP00000302150	9606.ENSP00000293328	0	0	0	0	0	0	0.900	0.881	0.987
SHC1	IGF1R	1860266	1845984	9606.ENSP00000401303	9606.ENSP00000268035	0	0	0	0	0.042	0.412	0.900	0.799	0.987
F10	F3	1856330	1851684	9606.ENSP00000364709	9606.ENSP00000334145	0	0	0	0	0	0.360	0.900	0.826	0.987
PIK3CB	IGF1R	1847156	1845984	9606.ENSP00000289153	9606.ENSP00000268035	0	0	0	0	0.084	0.110	0.800	0.934	0.987
PIK3CG	HRAS	1853801	1849235	9606.ENSP00000352121	9606.ENSP00000309845	0	0	0	0	0	0.771	0.800	0.748	0.987
NCOR2	ESR1	1858893	1842435	9606.ENSP00000384018	9606.ENSP00000206249	0	0	0	0	0	0.699	0.900	0.630	0.987
RFC5	RPA1	1860712	1844316	9606.ENSP00000408295	9606.ENSP00000254719	0	0	0	0	0.493	0.456	0.900	0.585	0.987
MUC2	MUC1	1861142	1854790	9606.ENSP00000415183	9606.ENSP00000357380	0	0	0	0	0	0	0.900	0.877	0.987
SMAD3	SMURF2	1851536	1845144	9606.ENSP00000332973	9606.ENSP00000262435	0	0	0	0	0.055	0.683	0.900	0.632	0.987
BMF	BCL2	1853085	1851168	9606.ENSP00000346697	9606.ENSP00000329623	0	0	0	0	0	0.449	0.900	0.787	0.987
LYN	PIK3CG	1861765	1853801	9606.ENSP00000428924	9606.ENSP00000352121	0	0	0	0	0.180	0.406	0.900	0.779	0.987
HDAC9	RBBP4	1860731	1855919	9606.ENSP00000408617	9606.ENSP00000362592	0	0	0	0	0.125	0.518	0.900	0.736	0.987
ATF2	JUND	1845482	1844164	9606.ENSP00000264110	9606.ENSP00000252818	0	0	0	0.636	0.096	0.848	0.900	0.504	0.987
HSP90AA1	EGFR	1851814	1846445	9606.ENSP00000335153	9606.ENSP00000275493	0	0	0	0	0	0.376	0.900	0.812	0.987
PIK3CD	HRAS	1856668	1849235	9606.ENSP00000366563	9606.ENSP00000309845	0	0	0	0	0	0.771	0.800	0.747	0.987
FZD5	WNT3A	1854166	1846912	9606.ENSP00000354607	9606.ENSP00000284523	0	0	0	0	0.051	0.515	0.900	0.757	0.987
RPTOR	TSC2	1848942	1842755	9606.ENSP00000307272	9606.ENSP00000219476	0	0	0	0	0.088	0	0.900	0.871	0.987
MAPK9	TP53	1859420	1846083	9606.ENSP00000389338	9606.ENSP00000269305	0	0	0	0	0	0.398	0.900	0.803	0.987
CTNNB1	APC2	1852818	1843355	9606.ENSP00000344456	9606.ENSP00000233607	0	0	0	0	0.054	0.888	0.800	0.492	0.987
JAK2	IRS1	1857411	1848682	9606.ENSP00000371067	9606.ENSP00000304895	0	0	0	0	0.047	0.409	0.900	0.804	0.987
CASP8	MAPK1	1853692	1842512	9606.ENSP00000351273	9606.ENSP00000215832	0	0	0	0	0.092	0.431	0.900	0.780	0.987
MFNG	NOTCH1	1853449	1846535	9606.ENSP00000349490	9606.ENSP00000277541	0	0	0	0	0.056	0.528	0.900	0.755	0.987
EGLN2	EPAS1	1848912	1845404	9606.ENSP00000307080	9606.ENSP00000263734	0	0	0	0	0	0.564	0.900	0.736	0.987
BTC	EGFR	1858326	1846445	9606.ENSP00000379092	9606.ENSP00000275493	0	0	0	0	0	0.407	0.900	0.812	0.987
AVP	POMC	1857196	1845600	9606.ENSP00000369647	9606.ENSP00000264708	0	0	0	0	0.053	0	0.900	0.874	0.987
IL2	GZMB	1843096	1842586	9606.ENSP00000226730	9606.ENSP00000216341	0	0	0	0	0	0	0.900	0.884	0.987
HDAC3	EP300	1848477	1845316	9606.ENSP00000302967	9606.ENSP00000263253	0	0	0	0	0.067	0.530	0.900	0.741	0.987
INHBE	ACVR2A	1845889	1843596	9606.ENSP00000266646	9606.ENSP00000241416	0	0	0	0	0	0.339	0.800	0.913	0.987
SMAD7	BMPR1A	1845078	1843002	9606.ENSP00000262158	9606.ENSP00000224764	0	0	0	0	0.063	0.578	0.900	0.730	0.987
GNG2	ADRB2	1851723	1848724	9606.ENSP00000334448	9606.ENSP00000305372	0	0	0	0	0	0.850	0.900	0.222	0.987
PIK3CA	KRAS	1845446	1844404	9606.ENSP00000263967	9606.ENSP00000256078	0	0	0	0	0.096	0.879	0	0.896	0.987
ANAPC2	MAD2L1	1849673	1847745	9606.ENSP00000314004	9606.ENSP00000296509	0	0	0	0	0.053	0.859	0.900	0.172	0.987
JUN	IL2	1855436	1843096	9606.ENSP00000360266	9606.ENSP00000226730	0	0	0	0	0	0.325	0.900	0.827	0.987
INS	RPS6KB1	1844030	1843035	9606.ENSP00000250971	9606.ENSP00000225577	0	0	0	0	0	0	0.900	0.882	0.987
NCOA3	EP300	1855597	1845316	9606.ENSP00000361066	9606.ENSP00000263253	0	0	0	0	0	0.582	0.900	0.726	0.987
ALB	EGF	1847637	1845705	9606.ENSP00000295897	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.877	0.987
LIG1	MCM5	1845325	1842548	9606.ENSP00000263274	9606.ENSP00000216122	0	0	0	0	0.973	0	0	0.558	0.987
PCNA	RRM1	1856984	1848209	9606.ENSP00000368438	9606.ENSP00000300738	0	0	0	0	0.971	0	0	0.587	0.987
TP53	MSH2	1846083	1843341	9606.ENSP00000269305	9606.ENSP00000233146	0	0	0	0	0	0.360	0.900	0.825	0.987
CASP3	TNFSF10	1849375	1843591	9606.ENSP00000311032	9606.ENSP00000241261	0	0	0	0	0	0.360	0.900	0.827	0.987
EPAS1	EGLN3	1845404	1844011	9606.ENSP00000263734	9606.ENSP00000250457	0	0	0	0	0.052	0.535	0.900	0.757	0.987
CASP8	TNFRSF1A	1853692	1842286	9606.ENSP00000351273	9606.ENSP00000162749	0	0	0	0	0.054	0.324	0.900	0.824	0.987
PIK3CG	IGF1R	1853801	1845984	9606.ENSP00000352121	9606.ENSP00000268035	0	0	0	0	0.058	0.110	0.800	0.934	0.987
MC1R	POMC	1862771	1845600	9606.ENSP00000451605	9606.ENSP00000264708	0	0	0	0	0	0.360	0.900	0.823	0.987
SUV39H1	SIRT1	1856539	1842473	9606.ENSP00000365877	9606.ENSP00000212015	0	0	0	0	0.053	0.431	0.900	0.799	0.987
RHOA	MAPK3	1860210	1845265	9606.ENSP00000400175	9606.ENSP00000263025	0	0	0	0	0.055	0.343	0.900	0.816	0.987
NPS	CRH	1858560	1846502	9606.ENSP00000381105	9606.ENSP00000276571	0	0	0	0	0.054	0	0.900	0.878	0.987
CD47	THBS1	1854360	1844779	9606.ENSP00000355361	9606.ENSP00000260356	0	0	0	0	0	0.360	0.900	0.823	0.987
PCNA	MCM5	1856984	1842548	9606.ENSP00000368438	9606.ENSP00000216122	0	0	0	0	0.958	0	0	0.709	0.987
RHOA	MAPK8	1860210	1853988	9606.ENSP00000400175	9606.ENSP00000353483	0	0	0	0	0.055	0.627	0.800	0.843	0.987
HDAC1	SIRT1	1855935	1842473	9606.ENSP00000362649	9606.ENSP00000212015	0.045	0	0	0	0.072	0.292	0.900	0.825	0.987
CRHR1	POMC	1858593	1845600	9606.ENSP00000381333	9606.ENSP00000264708	0	0	0	0	0	0	0.900	0.875	0.987
FZD6	WNT5A	1853739	1845576	9606.ENSP00000351605	9606.ENSP00000264634	0	0	0	0	0.051	0.515	0.900	0.760	0.987
IRS2	GRB2	1856394	1852164	9606.ENSP00000365016	9606.ENSP00000339007	0	0	0	0	0	0.612	0.800	0.851	0.987
BMP2	ACVR1	1856935	1845380	9606.ENSP00000368104	9606.ENSP00000263640	0	0	0	0	0.053	0.502	0.800	0.886	0.987
SRC	CTNNB1	1853652	1852818	9606.ENSP00000350941	9606.ENSP00000344456	0	0	0	0	0.053	0.448	0.900	0.793	0.987
ETS1	JUN	1858032	1855436	9606.ENSP00000376436	9606.ENSP00000360266	0	0	0	0	0.052	0.527	0.900	0.758	0.987
DKK1	LRP5	1856024	1847475	9606.ENSP00000363081	9606.ENSP00000294304	0	0	0	0	0	0.408	0.900	0.803	0.987
SRC	PIK3CB	1853652	1847156	9606.ENSP00000350941	9606.ENSP00000289153	0	0	0	0	0.055	0.110	0.800	0.933	0.987
CAV1	EGFR	1852186	1846445	9606.ENSP00000339191	9606.ENSP00000275493	0	0	0	0	0	0.360	0.900	0.826	0.987
PIK3CA	CCND1	1845446	1843117	9606.ENSP00000263967	9606.ENSP00000227507	0	0	0	0	0.063	0	0.900	0.874	0.987
PCNA	UBE2B	1856984	1845728	9606.ENSP00000368438	9606.ENSP00000265339	0	0	0	0	0.054	0.527	0.900	0.745	0.987
GSK3B	LRP6	1850681	1844891	9606.ENSP00000324806	9606.ENSP00000261349	0	0	0	0	0.042	0.407	0.900	0.808	0.987
TCF7L2	AXIN2	1862284	1848431	9606.ENSP00000444972	9606.ENSP00000302625	0	0	0	0	0.098	0.517	0.900	0.742	0.987
MMP9	VEGFA	1855661	1855611	9606.ENSP00000361405	9606.ENSP00000361125	0	0	0	0	0.045	0	0.800	0.939	0.987
FZD7	WNT5A	1846999	1845576	9606.ENSP00000286201	9606.ENSP00000264634	0	0	0	0	0.051	0.515	0.900	0.758	0.987
MAP2K1	PIK3CA	1848411	1845446	9606.ENSP00000302486	9606.ENSP00000263967	0	0	0	0	0	0.233	0.900	0.844	0.987
XRCC6	SIRT1	1853821	1842473	9606.ENSP00000352257	9606.ENSP00000212015	0	0	0	0	0.056	0.360	0.900	0.811	0.987
RELA	IL8	1858923	1848852	9606.ENSP00000384273	9606.ENSP00000306512	0	0	0	0	0	0.344	0.900	0.818	0.987
CTNNB1	DVL3	1852818	1849842	9606.ENSP00000344456	9606.ENSP00000316054	0	0	0	0	0.089	0.481	0.900	0.763	0.987
JUNB	ATF2	1848518	1845482	9606.ENSP00000303315	9606.ENSP00000264110	0	0	0	0.629	0.096	0.848	0.900	0.383	0.987
RAD51	ERCC4	1857551	1849305	9606.ENSP00000372088	9606.ENSP00000310520	0	0	0	0	0.056	0.493	0.900	0.774	0.987
AXIN2	APC2	1848431	1843355	9606.ENSP00000302625	9606.ENSP00000233607	0	0	0	0	0.067	0.869	0.800	0.534	0.987
TKT	GAPDH	1860530	1843185	9606.ENSP00000405455	9606.ENSP00000229239	0.309	0	0	0	0.176	0.500	0.882	0.693	0.987
NFATC2	IL2	1858353	1843096	9606.ENSP00000379330	9606.ENSP00000226730	0	0	0	0	0	0.396	0.900	0.814	0.987
HSD3B1	HSD17B6	1855017	1850063	9606.ENSP00000358421	9606.ENSP00000318631	0	0	0	0	0	0	0.900	0.882	0.987
FANCG	FANCD2	1856907	1847078	9606.ENSP00000367910	9606.ENSP00000287647	0	0	0	0	0.149	0.329	0.900	0.810	0.987
FZD4	WNT3A	1861957	1846912	9606.ENSP00000434034	9606.ENSP00000284523	0	0	0	0	0.051	0.515	0.900	0.760	0.987
GLI2	PTCH1	1854160	1851463	9606.ENSP00000354586	9606.ENSP00000332353	0	0	0	0	0.063	0.295	0.800	0.914	0.987
ITGAV	VTN	1844842	1843077	9606.ENSP00000261023	9606.ENSP00000226218	0	0	0	0	0	0.344	0.900	0.823	0.987
CTNNB1	LRP6	1852818	1844891	9606.ENSP00000344456	9606.ENSP00000261349	0	0	0	0	0.056	0.387	0.900	0.803	0.987
UBA52	TNFAIP3	1859324	1843455	9606.ENSP00000388107	9606.ENSP00000237289	0	0	0	0	0	0.882	0.900	0	0.987
PTPN11	INSR	1852389	1848574	9606.ENSP00000340944	9606.ENSP00000303830	0	0	0	0	0.051	0.460	0.900	0.781	0.987
SHH	GLI1	1847842	1843155	9606.ENSP00000297261	9606.ENSP00000228682	0	0	0	0	0.067	0.294	0	0.982	0.987
CDK1	HSP90AA1	1858283	1851814	9606.ENSP00000378699	9606.ENSP00000335153	0	0	0	0	0.054	0.766	0.900	0.511	0.987
SMAD9	BMPR1B	1857104	1845568	9606.ENSP00000369154	9606.ENSP00000264568	0	0	0	0	0.087	0.173	0.900	0.848	0.987
PIK3CD	IGF1R	1856668	1845984	9606.ENSP00000366563	9606.ENSP00000268035	0	0	0	0	0.058	0.110	0.800	0.934	0.987
F3	F9	1851684	1842692	9606.ENSP00000334145	9606.ENSP00000218099	0	0	0	0	0	0	0.900	0.877	0.987
XIAP	BIRC5	1853225	1848314	9606.ENSP00000347858	9606.ENSP00000301633	0	0	0	0	0	0.360	0.800	0.901	0.986
RXRA	NCOR1	1861433	1846039	9606.ENSP00000419692	9606.ENSP00000268712	0	0	0	0	0	0.796	0.900	0.388	0.986
SOCS3	LEP	1851244	1849557	9606.ENSP00000330341	9606.ENSP00000312652	0	0	0	0	0.053	0	0.900	0.863	0.986
MAPK9	MAPK8	1859420	1853988	9606.ENSP00000389338	9606.ENSP00000353483	0	0	0.527	0.984	0	0.864	0.900	0.958	0.986
CTNNB1	BCL9L	1852818	1851835	9606.ENSP00000344456	9606.ENSP00000335320	0	0	0	0	0	0.678	0.900	0.600	0.986
BRCA2	FANCG	1857163	1856907	9606.ENSP00000369497	9606.ENSP00000367910	0	0	0	0	0	0.360	0.900	0.811	0.986
PTPN6	JAK2	1859578	1857411	9606.ENSP00000391592	9606.ENSP00000371067	0	0	0	0	0.046	0.460	0.900	0.775	0.986
POLD2	POLE	1859092	1850463	9606.ENSP00000386105	9606.ENSP00000322570	0	0	0	0	0.337	0.673	0.900	0.445	0.986
LEP	STAT3	1849557	1845584	9606.ENSP00000312652	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.870	0.986
EPS15	EGFR	1855539	1846445	9606.ENSP00000360798	9606.ENSP00000275493	0	0	0	0	0	0.407	0.900	0.789	0.986
TBC1D4	AKT1	1856719	1846136	9606.ENSP00000366863	9606.ENSP00000270202	0	0	0	0	0.055	0.360	0.900	0.803	0.986
XRCC6	WRN	1853821	1847932	9606.ENSP00000352257	9606.ENSP00000298139	0	0	0	0	0.122	0.900	0	0.854	0.986
EIF4EBP1	RPS6KB1	1852358	1843035	9606.ENSP00000340691	9606.ENSP00000225577	0	0	0	0	0	0.441	0	0.975	0.986
GRB2	HRAS	1852164	1849235	9606.ENSP00000339007	9606.ENSP00000309845	0	0	0	0	0.100	0.379	0.900	0.792	0.986
AKT1S1	AKT1	1852495	1846136	9606.ENSP00000341698	9606.ENSP00000270202	0	0	0	0	0.055	0.360	0.900	0.800	0.986
FZR1	PTTG1	1858270	1852874	9606.ENSP00000378529	9606.ENSP00000344936	0	0	0	0	0.102	0.774	0.900	0.408	0.986
TGFB1	DCN	1842869	1842218	9606.ENSP00000221930	9606.ENSP00000052754	0	0	0	0	0	0.387	0.900	0.797	0.986
PRIM1	FEN1	1853600	1848737	9606.ENSP00000350491	9606.ENSP00000305480	0	0	0	0	0.836	0	0.900	0.250	0.986
AKT1	VIM	1846136	1842995	9606.ENSP00000270202	9606.ENSP00000224237	0	0	0	0	0.052	0.375	0.900	0.805	0.986
JAK1	SOCS1	1852670	1851146	9606.ENSP00000343204	9606.ENSP00000329418	0	0	0	0	0.049	0.411	0.900	0.792	0.986
F8	F2	1853973	1849080	9606.ENSP00000353393	9606.ENSP00000308541	0	0	0	0	0.057	0.443	0.900	0.780	0.986
SOS1	EGFR	1858968	1846445	9606.ENSP00000384675	9606.ENSP00000275493	0	0	0	0	0.053	0.396	0.900	0.798	0.986
REV3L	POLE	1853756	1850463	9606.ENSP00000351697	9606.ENSP00000322570	0	0	0	0	0.247	0.175	0.900	0.810	0.986
MAPK8	CDC42	1853988	1849707	9606.ENSP00000353483	9606.ENSP00000314458	0	0	0	0	0.060	0.430	0.900	0.776	0.986
SERPINE2	F2	1861176	1849080	9606.ENSP00000415786	9606.ENSP00000308541	0.074	0	0	0	0.136	0.666	0.900	0.569	0.986
IL17A	STAT3	1852780	1845584	9606.ENSP00000344192	9606.ENSP00000264657	0	0	0	0	0	0.173	0.900	0.849	0.986
BAD	AKT1	1849142	1846136	9606.ENSP00000309103	9606.ENSP00000270202	0	0	0	0	0	0.687	0.900	0.614	0.986
POLA1	POLD3	1856974	1845392	9606.ENSP00000368349	9606.ENSP00000263681	0	0	0	0	0.255	0.804	0.900	0.161	0.986
ALB	APOH	1847637	1842433	9606.ENSP00000295897	9606.ENSP00000205948	0	0	0	0	0.776	0	0.900	0.440	0.986
VEGFA	EPAS1	1855611	1845404	9606.ENSP00000361125	9606.ENSP00000263734	0	0	0	0	0.049	0.360	0.900	0.811	0.986
RFC4	CDC6	1847705	1842453	9606.ENSP00000296273	9606.ENSP00000209728	0	0	0	0	0.667	0.280	0.900	0.488	0.986
PXN	MAPK1	1843137	1842512	9606.ENSP00000228307	9606.ENSP00000215832	0	0	0	0	0.048	0.425	0.900	0.785	0.986
JAK2	MPL	1857411	1855686	9606.ENSP00000371067	9606.ENSP00000361548	0	0	0	0	0	0.407	0.900	0.791	0.986
MAPT	GSK3B	1852372	1850681	9606.ENSP00000340820	9606.ENSP00000324806	0	0	0	0	0.043	0.360	0.900	0.805	0.986
SP1	TP53	1851138	1846083	9606.ENSP00000329357	9606.ENSP00000269305	0	0	0	0	0.054	0.407	0.900	0.786	0.986
BCL2L11	CASP3	1858084	1849375	9606.ENSP00000376943	9606.ENSP00000311032	0	0	0	0	0	0	0.900	0.870	0.986
FZD9	WNT5A	1852976	1845576	9606.ENSP00000345785	9606.ENSP00000264634	0	0	0	0	0.051	0.515	0.900	0.732	0.986
HDAC9	MEF2A	1860731	1853046	9606.ENSP00000408617	9606.ENSP00000346389	0	0	0	0	0.053	0.408	0.900	0.785	0.986
PLG	ALB	1849130	1847637	9606.ENSP00000308938	9606.ENSP00000295897	0	0	0	0	0.291	0	0.900	0.820	0.986
CCR5	CCL2	1847342	1843055	9606.ENSP00000292303	9606.ENSP00000225831	0	0	0	0	0.055	0.418	0.800	0.890	0.986
PIK3CG	EGFR	1853801	1846445	9606.ENSP00000352121	9606.ENSP00000275493	0	0	0	0	0	0	0.800	0.934	0.986
JUN	GSK3B	1855436	1850681	9606.ENSP00000360266	9606.ENSP00000324806	0	0	0	0	0	0.622	0.900	0.660	0.986
HDAC4	KAT2B	1845573	1845408	9606.ENSP00000264606	9606.ENSP00000263754	0	0	0	0	0.125	0.520	0.900	0.709	0.986
TBC1D4	SLC2A4	1856719	1850296	9606.ENSP00000366863	9606.ENSP00000320935	0	0	0	0	0.065	0	0.900	0.869	0.986
CTNNB1	CREBBP	1852818	1845124	9606.ENSP00000344456	9606.ENSP00000262367	0	0	0	0	0.053	0.642	0.900	0.644	0.986
ERCC4	MSH2	1849305	1843341	9606.ENSP00000310520	9606.ENSP00000233146	0	0	0	0	0.111	0.529	0.900	0.723	0.986
F2	F2RL3	1849080	1843896	9606.ENSP00000308541	9606.ENSP00000248076	0	0	0	0	0	0.861	0.900	0.107	0.986
PRL	ESR1	1848376	1842435	9606.ENSP00000302150	9606.ENSP00000206249	0	0	0	0	0.049	0	0.900	0.868	0.986
LRP5	WNT3A	1847475	1846912	9606.ENSP00000294304	9606.ENSP00000284523	0	0	0	0	0.054	0.292	0.900	0.819	0.986
SERPINE1	TGFB1	1842959	1842869	9606.ENSP00000223095	9606.ENSP00000221930	0	0	0	0	0	0.060	0.900	0.868	0.986
EGFR	PLCG1	1846445	1843693	9606.ENSP00000275493	9606.ENSP00000244007	0	0	0	0	0	0.527	0.900	0.736	0.986
